DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2003,9.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2004,21.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2005,29.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2006,26.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2007,11.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2008,12.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2009,12.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2010,11.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2011,11.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2012,10.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2013,11.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2014,16.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2015,16.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2016,18.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2017,17.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2018,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2019,24.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2020,20.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2021,23.4,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2022,22.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Norway,2023,24.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2005,62.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2006,57.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2007,54.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2008,50.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2009,50.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2010,50.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2011,51.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2012,54.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2013,50.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2014,48.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2015,42.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2016,37.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2017,34.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2018,31.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2019,29.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2020,25.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2021,24.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2022,27.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Poland,2023,25.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2004,19.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2005,18.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2006,16.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2007,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2008,26.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2009,27.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2010,27.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2011,29.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2012,35.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2013,43.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2014,42.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2015,40.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2016,38.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2017,36.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2018,34.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2019,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2020,30.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2021,31.2,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2022,29.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Portugal,2023,30.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2007,46.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2008,41.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2009,41.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2010,44.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2011,50.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2012,53.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2013,53.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2014,52.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2015,51.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2016,54.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2017,52.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2018,45.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2019,44.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2020,47.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2021,47.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2022,47.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Romania,2023,46.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2013,50.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2014,50.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2015,47.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2016,48.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2017,44.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2018,39.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2019,35.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2020,35.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2021,33.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Serbia,2022,32.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2004,14.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2005,14.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2006,13.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2007,18.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2008,21.3,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2009,21.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2010,18.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2011,19.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2012,20.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2013,21.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2014,20.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2015,19.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2016,20.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2017,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2018,20.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2019,20.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2020,19.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2021,18.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2022,21.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Sweden,2023,21.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2005,42.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2006,43.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2007,41.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2008,44.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2009,40.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2010,45.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2011,46.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2012,45.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2013,45.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2014,45.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2015,42.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2016,41.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2017,37.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2018,33.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2019,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2020,29.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2021,24.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2022,24.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovenia,2023,22.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2005,59.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2006,49.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2007,43.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2008,38.5,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2009,36.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2010,38.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2011,35.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2012,36.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2013,39.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2014,38.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2015,36.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2016,37.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2017,34.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2018,31.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2019,30.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2020,26.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2021,27.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2022,27.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Slovakia,2023,29.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2006,70.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2007,73.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2008,71.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2009,62.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2011,67.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2012,61.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2013,49.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2014,29.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2015,32.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2016,34.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2017,31.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2018,30.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2019,29.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2020,32.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2021,33.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2022,31.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Türkiye,2023,31.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2005,30.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2006,28.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2007,26.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2008,28.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2009,31.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2010,34.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2011,36.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2012,42.9,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2013,41.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2014,39.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2015,38.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2016,38.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2017,32.9,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,United Kingdom,2018,34.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Kosovo*,2018,47.3,
